,State Name,State,State FIPS,County,County FIPS
3006,West Virginia,WV,54,Hampshire County,27
3007,West Virginia,WV,54,Hancock County,29
3008,West Virginia,WV,54,Hardy County,31
3009,West Virginia,WV,54,Harrison County,33
3010,West Virginia,WV,54,Jackson County,35
3011,West Virginia,WV,54,Jefferson County,37
3012,West Virginia,WV,54,Kanawha County,39
3013,West Virginia,WV,54,Lewis County,41
3014,West Virginia,WV,54,Lincoln County,43
3015,West Virginia,WV,54,Logan County,45
3016,West Virginia,WV,54,McDowell County,47
3017,West Virginia,WV,54,Marion County,49
3018,West Virginia,WV,54,Marshall County,51
3019,West Virginia,WV,54,Mason County,53
3020,West Virginia,WV,54,Mercer County,55
3021,West Virginia,WV,54,Mineral County,57
3022,West Virginia,WV,54,Mingo County,59
3023,West Virginia,WV,54,Monongalia County,61
3024,West Virginia,WV,54,Monroe County,63
3025,West Virginia,WV,54,Morgan County,65
3026,West Virginia,WV,54,Nicholas County,67
3027,West Virginia,WV,54,Ohio County,69
3028,West Virginia,WV,54,Pendleton County,71
3029,West Virginia,WV,54,Pleasants County,73
3030,West Virginia,WV,54,Pocahontas County,75
3031,West Virginia,WV,54,Preston County,77
3032,West Virginia,WV,54,Putnam County,79
3033,West Virginia,WV,54,Raleigh County,81
3034,West Virginia,WV,54,Randolph County,83
3035,West Virginia,WV,54,Ritchie County,85
3036,West Virginia,WV,54,Roane County,87
3037,West Virginia,WV,54,Summers County,89
3038,West Virginia,WV,54,Taylor County,91
3039,West Virginia,WV,54,Tucker County,93
3040,West Virginia,WV,54,Tyler County,95
3041,West Virginia,WV,54,Upshur County,97
3042,West Virginia,WV,54,Wayne County,99
3043,West Virginia,WV,54,Webster County,101
3044,West Virginia,WV,54,Wetzel County,103
3045,West Virginia,WV,54,Wirt County,105
3046,West Virginia,WV,54,Wood County,107
3047,West Virginia,WV,54,Wyoming County,109
3048,Wisconsin,WI,55,Adams County,1
3049,Wisconsin,WI,55,Ashland County,3
3050,Wisconsin,WI,55,Barron County,5
3051,Wisconsin,WI,55,Bayfield County,7
3052,Wisconsin,WI,55,Brown County,9
3053,Wisconsin,WI,55,Buffalo County,11
3054,Wisconsin,WI,55,Burnett County,13
3055,Wisconsin,WI,55,Calumet County,15
3056,Wisconsin,WI,55,Chippewa County,17
3057,Wisconsin,WI,55,Clark County,19
3058,Wisconsin,WI,55,Columbia County,21
3059,Wisconsin,WI,55,Crawford County,23
3060,Wisconsin,WI,55,Dane County,25
3061,Wisconsin,WI,55,Dodge County,27
3062,Wisconsin,WI,55,Door County,29
3063,Wisconsin,WI,55,Douglas County,31
3064,Wisconsin,WI,55,Dunn County,33
3065,Wisconsin,WI,55,Eau Claire County,35
3066,Wisconsin,WI,55,Florence County,37
3067,Wisconsin,WI,55,Fond du Lac County,39
3068,Wisconsin,WI,55,Forest County,41
3069,Wisconsin,WI,55,Grant County,43
3070,Wisconsin,WI,55,Green County,45
3071,Wisconsin,WI,55,Green Lake County,47
3072,Wisconsin,WI,55,Iowa County,49
3073,Wisconsin,WI,55,Iron County,51
3074,Wisconsin,WI,55,Jackson County,53
3075,Wisconsin,WI,55,Jefferson County,55
3076,Wisconsin,WI,55,Juneau County,57
3077,Wisconsin,WI,55,Kenosha County,59
3078,Wisconsin,WI,55,Kewaunee County,61
3079,Wisconsin,WI,55,La Crosse County,63
3080,Wisconsin,WI,55,Lafayette County,65
3081,Wisconsin,WI,55,Langlade County,67
3082,Wisconsin,WI,55,Lincoln County,69
3083,Wisconsin,WI,55,Manitowoc County,71
3084,Wisconsin,WI,55,Marathon County,73
3085,Wisconsin,WI,55,Marinette County,75
3086,Wisconsin,WI,55,Marquette County,77
3087,Wisconsin,WI,55,Menominee County,78
3088,Wisconsin,WI,55,Milwaukee County,79
3089,Wisconsin,WI,55,Monroe County,81
3090,Wisconsin,WI,55,Oconto County,83
3091,Wisconsin,WI,55,Oneida County,85
3092,Wisconsin,WI,55,Outagamie County,87
3093,Wisconsin,WI,55,Ozaukee County,89
3094,Wisconsin,WI,55,Pepin County,91
3095,Wisconsin,WI,55,Pierce County,93
3096,Wisconsin,WI,55,Polk County,95
3097,Wisconsin,WI,55,Portage County,97
3098,Wisconsin,WI,55,Price County,99
3099,Wisconsin,WI,55,Racine County,101
3100,Wisconsin,WI,55,Richland County,103
3101,Wisconsin,WI,55,Rock County,105
3102,Wisconsin,WI,55,Rusk County,107
3103,Wisconsin,WI,55,St. Croix County,109
3104,Wisconsin,WI,55,Sauk County,111
3105,Wisconsin,WI,55,Sawyer County,113
3106,Wisconsin,WI,55,Shawano County,115
3107,Wisconsin,WI,55,Sheboygan County,117
3108,Wisconsin,WI,55,Taylor County,119
3109,Wisconsin,WI,55,Trempealeau County,121
3110,Wisconsin,WI,55,Vernon County,123
3111,Wisconsin,WI,55,Vilas County,125
3112,Wisconsin,WI,55,Walworth County,127
3113,Wisconsin,WI,55,Washburn County,129
3114,Wisconsin,WI,55,Washington County,131
3115,Wisconsin,WI,55,Waukesha County,133
3116,Wisconsin,WI,55,Waupaca County,135
3117,Wisconsin,WI,55,Waushara County,137
3118,Wisconsin,WI,55,Winnebago County,139
3119,Wisconsin,WI,55,Wood County,141
3120,Wyoming,WY,56,Albany County,1
3121,Wyoming,WY,56,Big Horn County,3
3122,Wyoming,WY,56,Campbell County,5
3123,Wyoming,WY,56,Carbon County,7
3124,Wyoming,WY,56,Converse County,9
3125,Wyoming,WY,56,Crook County,11
3126,Wyoming,WY,56,Fremont County,13
3127,Wyoming,WY,56,Goshen County,15
3128,Wyoming,WY,56,Hot Springs County,17
3129,Wyoming,WY,56,Johnson County,19
3130,Wyoming,WY,56,Laramie County,21
3131,Wyoming,WY,56,Lincoln County,23
3132,Wyoming,WY,56,Natrona County,25
3133,Wyoming,WY,56,Niobrara County,27
3134,Wyoming,WY,56,Park County,29
3135,Wyoming,WY,56,Platte County,31
3136,Wyoming,WY,56,Sheridan County,33
3137,Wyoming,WY,56,Sublette County,35
3138,Wyoming,WY,56,Sweetwater County,37
3139,Wyoming,WY,56,Teton County,39
3140,Wyoming,WY,56,Uinta County,41
3141,Wyoming,WY,56,Washakie County,43
3142,Wyoming,WY,56,Weston County,45
3143,American Samoa,AS,60,Eastern District,10
3144,American Samoa,AS,60,Manu'a District,20
3145,American Samoa,AS,60,Rose Island,30
3146,American Samoa,AS,60,Swains Island,40
3147,American Samoa,AS,60,Western District,50
3148,Guam,GU,66,Guam,10
3149,Northern Mariana Islands,MP,69,Northern Islands Municipality,85
3150,Northern Mariana Islands,MP,69,Rota Municipality,100
3151,Northern Mariana Islands,MP,69,Saipan Municipality,110
3152,Northern Mariana Islands,MP,69,Tinian Municipality,120
3153,Puerto Rico,PR,72,Adjuntas Municipio,1
3154,Puerto Rico,PR,72,Aguada Municipio,3
3155,Puerto Rico,PR,72,Aguadilla Municipio,5
3156,Puerto Rico,PR,72,Aguas Buenas Municipio,7
3157,Puerto Rico,PR,72,Aibonito Municipio,9
3158,Puerto Rico,PR,72,Anasco Municipio,11
3159,Puerto Rico,PR,72,Arecibo Municipio,13
3160,Puerto Rico,PR,72,Arroyo Municipio,15
3161,Puerto Rico,PR,72,Barceloneta Municipio,17
3162,Puerto Rico,PR,72,Barranquitas Municipio,19
3163,Puerto Rico,PR,72,Bayamon Municipio,21
3164,Puerto Rico,PR,72,Cabo Rojo Municipio,23
3165,Puerto Rico,PR,72,Caguas Municipio,25
3166,Puerto Rico,PR,72,Camuy Municipio,27
3167,Puerto Rico,PR,72,Canovanas Municipio,29
3168,Puerto Rico,PR,72,Carolina Municipio,31
3169,Puerto Rico,PR,72,Catano Municipio,33
3170,Puerto Rico,PR,72,Cayey Municipio,35
3171,Puerto Rico,PR,72,Ceiba Municipio,37
3172,Puerto Rico,PR,72,Ciales Municipio,39
3173,Puerto Rico,PR,72,Cidra Municipio,41
3174,Puerto Rico,PR,72,Coamo Municipio,43
3175,Puerto Rico,PR,72,Comerio Municipio,45
3176,Puerto Rico,PR,72,Corozal Municipio,47
3177,Puerto Rico,PR,72,Culebra Municipio,49
3178,Puerto Rico,PR,72,Dorado Municipio,51
3179,Puerto Rico,PR,72,Fajardo Municipio,53
3180,Puerto Rico,PR,72,Florida Municipio,54
3181,Puerto Rico,PR,72,Guanica Municipio,55
3182,Puerto Rico,PR,72,Guayama Municipio,57
3183,Puerto Rico,PR,72,Guayanilla Municipio,59
3184,Puerto Rico,PR,72,Guaynabo Municipio,61
3185,Puerto Rico,PR,72,Gurabo Municipio,63
3186,Puerto Rico,PR,72,Hatillo Municipio,65
3187,Puerto Rico,PR,72,Hormigueros Municipio,67
3188,Puerto Rico,PR,72,Humacao Municipio,69
3189,Puerto Rico,PR,72,Isabela Municipio,71
3190,Puerto Rico,PR,72,Jayuya Municipio,73
3191,Puerto Rico,PR,72,Juana Diaz Municipio,75
3192,Puerto Rico,PR,72,Juncos Municipio,77
3193,Puerto Rico,PR,72,Lajas Municipio,79
3194,Puerto Rico,PR,72,Lares Municipio,81
3195,Puerto Rico,PR,72,Las Marias Municipio,83
3196,Puerto Rico,PR,72,Las Piedras Municipio,85
3197,Puerto Rico,PR,72,Loiza Municipio,87
3198,Puerto Rico,PR,72,Luquillo Municipio,89
3199,Puerto Rico,PR,72,Manati Municipio,91
3200,Puerto Rico,PR,72,Maricao Municipio,93
3201,Puerto Rico,PR,72,Maunabo Municipio,95
3202,Puerto Rico,PR,72,Mayaguez Municipio,97
3203,Puerto Rico,PR,72,Moca Municipio,99
3204,Puerto Rico,PR,72,Morovis Municipio,101
3205,Puerto Rico,PR,72,Naguabo Municipio,103
3206,Puerto Rico,PR,72,Naranjito Municipio,105
3207,Puerto Rico,PR,72,Orocovis Municipio,107
3208,Puerto Rico,PR,72,Patillas Municipio,109
3209,Puerto Rico,PR,72,Penuelas Municipio,111
3210,Puerto Rico,PR,72,Ponce Municipio,113
3211,Puerto Rico,PR,72,Quebradillas Municipio,115
3212,Puerto Rico,PR,72,Rincon Municipio,117
3213,Puerto Rico,PR,72,Rio Grande Municipio,119
3214,Puerto Rico,PR,72,Sabana Grande Municipio,121
3215,Puerto Rico,PR,72,Salinas Municipio,123
3216,Puerto Rico,PR,72,San German Municipio,125
3217,Puerto Rico,PR,72,San Juan Municipio,127
3218,Puerto Rico,PR,72,San Lorenzo Municipio,129
3219,Puerto Rico,PR,72,San Sebastian Municipio,131
3220,Puerto Rico,PR,72,Santa Isabel Municipio,133
3221,Puerto Rico,PR,72,Toa Alta Municipio,135
3222,Puerto Rico,PR,72,Toa Baja Municipio,137
3223,Puerto Rico,PR,72,Trujillo Alto Municipio,139
3224,Puerto Rico,PR,72,Utuado Municipio,141
3225,Puerto Rico,PR,72,Vega Alta Municipio,143
3226,Puerto Rico,PR,72,Vega Baja Municipio,145
3227,Puerto Rico,PR,72,Vieques Municipio,147
3228,Puerto Rico,PR,72,Villalba Municipio,149
3229,Puerto Rico,PR,72,Yabucoa Municipio,151
3230,Puerto Rico,PR,72,Yauco Municipio,153
3231,U.S. Minor Outlying Islands,UM,74,Midway Islands,300
3232,U.S. Virgin Islands,VI,78,St. Croix Island,10
3233,U.S. Virgin Islands,VI,78,St. John Island,20
3234,U.S. Virgin Islands,VI,78,St. Thomas Island,30
